Kinase	up (Experiment01)	up (Experiment02)	down (Experiment01)	down (Experiment02)
STK3	-0.0	-0.0	-0.02407527389253434	-0.04092306180932343
STK4	-0.0	-0.0	-0.03612296304957406	-0.026003930525734516
TGFBR2	0.2290916011177018	0.20568473529152556	-0.25948552347075443	-0.25760102493897913
TLK1	0.2421721391801662	-0.0	-0.0475433793784442	-0.12404842645831336
TLK2	0.24998067776135266	-0.0	-0.04720932141665796	-0.12422105709735419
TNIK	-0.0	-0.0	-0.024773029629596967	-0.0450076098669108
TTK	-0.0	0.21930207809233823	-0.039302984604426064	-0.010682820344090887
ABL1	-0.0	-0.0	0.0	0.0
ABL2	-0.0	-0.0	0.0	0.0
BLK	-0.0	-0.0	0.0	0.0
BMX	-0.0	-0.0	0.0	0.0
BTK	-0.0	-0.0	0.0	0.0
CSF1R	-0.0	-0.0	0.0	0.0
EGFR	-0.0	-0.0	-0.5942340139384784	-0.5933603569673042
EPHA1	-0.0	-0.0	0.0	0.0
EPHA2	-0.0	-0.0	0.0	0.0
EPHA3	-0.0	-0.0	0.0	0.0
EPHA4	-0.0	-0.0	0.0	0.0
EPHA5	-0.0	-0.0	0.0	0.0
EPHA6	-0.0	-0.0	0.0	0.0
EPHA7	-0.0	-0.0	0.0	0.0
EPHA8	-0.0	-0.0	0.0	0.0
EPHB1	-0.0	-0.0	0.0	0.0
EPHB2	0.25523020390764467	-0.0	0.0	-0.5268266598920847
EPHB3	-0.0	-0.0	0.0	0.0
EPHB4	-0.0	-0.0	0.0	0.0
EPHB6	-0.0	-0.0	0.0	0.0
ERBB2	-0.0	-0.0	-0.6344498963826771	-0.5939649684249612
ERBB3	-0.0	-0.0	-0.5945193921139271	-0.5938221197303549
ERBB4	-0.0	-0.0	0.0	0.0
FGR	-0.0	-0.0	0.0	0.0
FLT1	-0.0	-0.0	0.0	0.0
FLT3	-0.0	-0.0	0.0	0.0
FRK	-0.0	-0.0	0.0	0.0
FYN	-0.0	-0.0	0.0	0.0
HCK	-0.0	-0.0	0.0	-0.18777564746884912
IGF1R	-0.0	-0.0	0.0	0.0
INSR	-0.0	-0.0	0.0	0.0
INSRR	-0.0	-0.0	0.0	0.0
ITK	-0.0	-0.0	0.0	0.0
KDR	-0.0	-0.0	0.0	0.0
KIT	-0.0	-0.0	0.0	0.0
LCK	-0.0	-0.0	0.0	0.0
MET	-0.0	-0.0	0.0	0.0
MST1R	-0.0	-0.0	0.0	0.0
NTRK1	-0.0	-0.0	0.0	0.0
NTRK2	-0.0	-0.0	0.0	0.0
NTRK3	-0.0	-0.0	0.0	0.0
PDGFRA	-0.0	-0.0	0.0	0.0
PDGFRB	-0.0	-0.0	0.0	-0.5271993055541666
PTK6	-0.0	-0.0	0.0	0.0
SRC	-0.0	-0.0	0.0	0.0
SRMS	-0.0	-0.0	0.0	0.0
TEC	-0.0	-0.0	0.0	0.0
TXK	-0.0	-0.0	0.0	0.0
TYK2	-0.0	-0.0	0.0	0.0
YES1	-0.0	-0.0	0.0	0.0
