Signature ID	Percent Overlap (Experiment01)	Percent Overlap (Experiment02)	adj p-val (Experiment01)	adj p-val (Experiment02)	Overlap (Experiment01)	Overlap (Experiment02)	Score (Experiment01)	Score (Experiment02)
KEGG_APOPTOSIS	34.1	34.1	0.952338878222011	0.734304880869766	Pik3r5|Pik3cb|Ppp3r2|Prkaca|Xiap|Nfkbia|Capn1|Tnf|Ntrk1|Ikbkb|Birc2|Il1a|Prkar1a|Akt3|Rela|Il3|Il1rap|Tnfsf10|Capn2|Map3k14|Prkar1b|Ngf|Atm|Ripk1|Endog|Chuk|Casp8|Prkar2a	Tnfsf10|Prkaca|Capn1|Il1rap|Rela|Ikbkb|Pik3cb|Akt3|Xiap|Pik3r5|Nfkbia|Tnf|Endog|Ntrk1|Prkar1b|Prkar1a|Il1a|Birc2|Atm|Il3|Ngf|Map3k14|Chuk|Ripk1|Capn2|Casp8|Ppp3r2|Prkar2a	-0.1738	-1.0774
KEGG_ARACHIDONIC_ACID_METABOLISM	29.8	29.8	0.501010101010101	0.0744297719087635	Cyp2u1|Cyp2j9|Cbr3|Pla2g4a|Ltc4s|Pla2g4b|Cyp4f18|Ptges|Ggt5|Lta4h|Pla2g1b|Pla2g3|Pla2g12a|Ptges2|Gpx4|Ptgs1|Ptgds	Lta4h|Ptgds|Cyp2u1|Ptges2|Ptgs1|Cbr3|Pla2g4b|Ptges|Ggt5|Cyp2j9|Pla2g3|Cyp4f18|Ltc4s|Pla2g4a|Pla2g1b|Gpx4|Pla2g12a	2.0228	3.5972
KEGG_ARGININE_AND_PROLINE_METABOLISM	21.2	21.2	0.480661555689551	0.699177417340257	Aldh9a1|Got1|Gamt|Oat|Sat1|P4ha1|Aldh1b1|P4ha3|Ckmt1|Pycr1|Ckmt2	Sat1|Pycr1|Gamt|Got1|Aldh1b1|P4ha3|Oat|Ckmt2|P4ha1|Ckmt1|Aldh9a1	-2.2401	-1.2788
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	40.5	40.5	0.753656220322887	0.139744552967693	Lef1|Cacnb2|Dsp|Tcf7|Ctnna2|Cacnb3|Itga4|Itga1|Cacna1s|Cacna1f|Dmd|Itgb4|Lmna|Cacna1c|Cacng1|Actn3|Itgb1|Tcf7l1|Cacnb1|Ctnna3|Actg1|Dag1|Itgb3|Cacnb4|Itga2|Cacna2d4|Itga5|Itga6|Gja1|Dsg2	Lef1|Cacnb1|Cacnb2|Lmna|Tcf7|Cacna1f|Cacnb3|Dsp|Itgb4|Cacna1s|Itga2|Itga4|Cacna2d4|Ctnna2|Tcf7l1|Actg1|Cacna1c|Dag1|Cacng1|Itga6|Actn3|Itga1|Dmd|Ctnna3|Itga5|Itgb3|Cacnb4|Itgb1|Dsg2|Gja1	-1.109	-3.6275
KEGG_AUTOIMMUNE_THYROID_DISEASE	35.4	35.4	0.627163187385332	0.11725768321513	Ifna12|Ifna5|Tshr|H2-T23|Ifna11|Tg|H2-M2|H2-Q10|Il4|Il10|Ifna2|Ifna15|Ifna4|Il2|H2-Q1|Gm8909|Cd40lg	Ifna12|Ifna15|Tshr|Ifna5|Tg|Il4|Ifna2|Ifna4|Ifna11|H2-Q1|H2-M2|H2-T23|Il10|Il2|Cd40lg|H2-Q10|Gm8909	1.6059	-3.5206
KEGG_AXON_GUIDANCE	34.9	34.9	0.55688622754491	0.554756654842936	Efna1|Nfatc2|Plxna1|Ppp3r2|Ptk2|Nras|Dcc|Epha2|Sema7a|Efnb1|Sema4g|Nfatc4|Gnai1|Slit2|Slit1|Unc5a|Arhgef12|Dpysl2|Pak6|Plxnb1|Unc5b|Cxcl12|Plxnb3|Ntng1|Srgap3|Mapk1|Sema6a|Ephb4|Efna4|Pak2|Itgb1|Rock2|Sema3c|Fes|Ntn3|Ephb1|Mapk3|Cfl2|Gnai2|Sema3a|Limk2|Rock1|Pak1|Gsk3b|Ephb2	Nfatc2|Efna1|Gnai1|Ntng1|Nras|Ntn3|Cfl2|Unc5a|Dcc|Mapk1|Pak2|Unc5b|Sema3a|Rock2|Plxna1|Arhgef12|Nfatc4|Epha2|Sema4g|Gnai2|Ephb4|Plxnb1|Plxnb3|Limk2|Dpysl2|Efnb1|Ephb2|Slit1|Efna4|Sema3c|Pak6|Sema7a|Sema6a|Ptk2|Srgap3|Rock1|Ephb1|Pak1|Slit2|Mapk3|Itgb1|Ppp3r2|Cxcl12|Fes|Gsk3b	1.9356	-1.9762
KEGG_BASAL_CELL_CARCINOMA	38.2	38.2	0.870857142857143	0.652601969057665	Lef1|Tcf7|Wnt1|Bmp2|Sufu|Fzd3|Dvl3|Wnt5a|Stk36|Wnt4|Fzd8|Wnt9b|Gli2|Fzd10|Dvl1|Fzd7|Tcf7l1|Wnt7a|Dvl2|Wnt11|Gsk3b	Lef1|Wnt9b|Stk36|Gli2|Fzd10|Tcf7|Wnt5a|Dvl1|Wnt7a|Fzd3|Sufu|Fzd8|Wnt1|Fzd7|Tcf7l1|Dvl3|Bmp2|Dvl2|Wnt4|Wnt11|Gsk3b	0.3589	1.4521
KEGG_BASAL_TRANSCRIPTION_FACTORS	38.2	38.2	0.346651135701805	0.874779541446208	Gtf2h1|Taf12|Gtf2h2|Gtf2i|Taf4b|Gtf2a1l|Taf5l|Tbpl2|Taf9|Taf6|Gtf2e1|Taf6l|Taf10	Gtf2h2|Taf12|Gtf2e1|Taf6|Gtf2h1|Tbpl2|Taf9|Taf4b|Taf5l|Taf10|Gtf2i|Taf6l|Gtf2a1l	-2.7683	-0.5457
KEGG_BASE_EXCISION_REPAIR	42.4	42.4	0.859231134314191	0.796734693877551	Mbd4|Fen1|Xrcc1|Hmgb1|Lig3|Parp2|Pold3|Mutyh|Neil3|Apex2|Parp4|Parp1|Polb|Poll	Parp1|Parp2|Xrcc1|Parp4|Mbd4|Lig3|Hmgb1|Apex2|Neil3|Fen1|Mutyh|Pold3|Polb|Poll	0.4152	-0.8839
KEGG_BLADDER_CANCER	29.3	29.3	0.56481907978914	0.480671906966728	Cdkn1a|Nras|Rb1|Fgfr3|Cdk4|Mapk1|Rassf1|Dapk1|Mdm2|Cdh1|Mapk3|Rps6ka5	Mdm2|Cdh1|Nras|Cdkn1a|Fgfr3|Rps6ka5|Rb1|Mapk1|Rassf1|Cdk4|Dapk1|Mapk3	1.8423	2.2614
KEGG_BUTANOATE_METABOLISM	35.3	35.3	0.905436668594563	0.874779541446208	Aldh9a1|Ehhadh|Akr1b8|Gad2|Hmgcl|Oxct2b|Abat|Bdh1|Aldh1b1|Acsm4|Hadha|Pdhb	Ehhadh|Gad2|Acsm4|Akr1b8|Hmgcl|Bdh1|Aldh1b1|Pdhb|Abat|Oxct2b|Hadha|Aldh9a1	-0.3329	-0.5614
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	29.3	29.3	0.483062330623306	0.769996717365138	Ptpn6|Pik3r5|Pik3cb|Nfatc2|Ppp3r2|Nfkbie|Nras|Fcgr2b|Nfkbia|Nfatc4|Ikbkb|Plcg2|Akt3|Mapk1|Rela|Fos|Mapk3|Sos2|Cd79a|Chuk|Btk|Gsk3b	Nfatc2|Nras|Rela|Ikbkb|Pik3cb|Sos2|Mapk1|Ptpn6|Akt3|Pik3r5|Nfkbia|Nfatc4|Cd79a|Fos|Plcg2|Nfkbie|Chuk|Fcgr2b|Btk|Mapk3|Ppp3r2|Gsk3b	2.1504	-1.0046
KEGG_CALCIUM_SIGNALING_PATHWAY	28.7	28.7	0.905436668594563	0.978076293808663	Ryr3|Trhr|P2rx6|Ppp3r2|Prkaca|Tbxa2r|Grin2a|Chrm2|Cckbr|Cacna1s|Drd1|Ptgfr|Cacna1f|Hrh1|Gna11|Plcg2|Ptk2b|Adcy2|Adora2b|Trpc1|P2rx5|Chrm5|Adra1a|Pde1b|Plcd4|Gna14|Htr5a|Cacna1c|Bst1|Chrna7|Phka1|Ptger3|Bdkrb2|Camk2a|Pde1c|Adora2a|Cd38|Ltb4r2|Plce1|Camk2g|Vdac1|F2r|Atp2b1|Grin2d|Adra1b|Cacna1a|Mylk3|Phkb|Htr4|Lhcgr	Prkaca|Vdac1|P2rx6|Gna14|Cckbr|Ptgfr|Chrm2|Tbxa2r|Ptk2b|Htr4|Adora2b|Ptger3|Ryr3|Grin2a|Drd1|Trhr|Plcd4|Cacna1f|Hrh1|Cd38|Cacna1s|Adcy2|P2rx5|Trpc1|Gna11|F2r|Cacna1a|Ltb4r2|Bdkrb2|Plcg2|Pde1b|Phkb|Bst1|Grin2d|Mylk3|Cacna1c|Plce1|Chrna7|Phka1|Adra1a|Pde1c|Chrm5|Camk2a|Camk2g|Adra1b|Atp2b1|Ppp3r2|Htr5a|Adora2a|Lhcgr	0.3183	0.1176
KEGG_CARDIAC_MUSCLE_CONTRACTION	32.9	32.9	0.819260350188185	0.609571191660744	Cacnb2|Uqcr11|Cacnb3|Uqcrq|Tnni3|Cacna1s|Cacna1f|Myh7|Fxyd2|Cyc1|Uqcrc2|Tpm2|mt-Co1|Cacna1c|Tpm3|Cacng1|Cox6b2|Cox7c|Cacnb1|Cox8a|Cacnb4|Cox7b|Cacna2d4|Cox4i2|Cox4i1	Cacnb1|mt-Co1|Cacnb2|Fxyd2|Cox8a|Cyc1|Uqcr11|Tpm3|Tnni3|Cox6b2|Tpm2|Cacna1f|Cacnb3|Myh7|Cox7c|Cacna1s|Cox7b|Uqcrc2|Cacna2d4|Cacna1c|Uqcrq|Cox4i1|Cacng1|Cox4i2|Cacnb4	-0.6091	1.7999
KEGG_CELL_ADHESION_MOLECULES_CAMS	31.7	31.7	0.452698412698413	0.480671906966728	Icam1|Mpz|Itgb2|Itga4|H2-T23|Vcam1|Ptprm|Pecam1|Cldn9|H2-M2|Selp|H2-Q10|Selplg|Nlgn2|Ncam1|Siglec1|Cntn2|Pvr|Cldn4|F11r|Cldn23|Nfasc|H2-Q1|Cdh1|Nectin2|Itgb1|Ocln|Sele|Ptprc|Neo1|Esam|Nrcam|Gm8909|Cntnap2|Nrxn2|Cdh3|Cd40lg|Cldn16|Cldn3|Itga6	Mpz|Selp|Neo1|Cdh1|Cldn4|Ptprm|Nfasc|Icam1|Itgb2|Cldn9|F11r|Nlgn2|Vcam1|Cldn23|Pecam1|Esam|Sele|Ncam1|Cdh3|Siglec1|Cntnap2|Itga4|Selplg|Nectin2|Cntn2|Nrxn2|H2-Q1|Itga6|Cldn16|Pvr|H2-M2|H2-T23|Ocln|Cd40lg|Cldn3|Itgb1|H2-Q10|Nrcam|Gm8909|Ptprc	-2.4845	-2.2876
KEGG_CELL_CYCLE	43.1	43.1	0.746828225231646	0.937956824749278	Cdkn2d|Cdkn1b|Cdkn1a|Anapc1|Gadd45g|Smad3|Mad1l1|Cdk7|Skp1|Ep300|Pttg1|Bub1b|Rb1|Chek1|Cul1|Prkdc|Cdk6|Cdk4|Gadd45b|Ccnd3|Cdkn1c|Ccnd2|Cdc23|Ywhag|Ttk|Mcm3|Rbl2|Tfdp1|Anapc5|Cdc25c|Cdc27|Mad2l1|Cdc16|Gadd45a|Ccne1|Smad4|Mdm2|Ywhaq|Tfdp2|Orc4|Anapc2|Cdc26|Orc1|Anapc10|Stag1|Atm|Pkmyt1|Rad21|Ccnb1|Cdc25b|Gsk3b|Ccne2|Chek2	Mad1l1|Cdc16|Mdm2|Anapc10|Ttk|Ccnd2|Ccnb1|Mcm3|Smad3|Anapc5|Cdkn1a|Rb1|Mad2l1|Cdkn1b|Tfdp2|Ywhag|Cul1|Ccnd3|Cdkn1c|Ccne1|Smad4|Cdc23|Cdk6|Gadd45a|Cdc25c|Tfdp1|Gadd45g|Chek1|Skp1|Orc4|Anapc1|Cdk4|Stag1|Cdk7|Bub1b|Pttg1|Gadd45b|Ywhaq|Ep300|Cdc27|Rbl2|Chek2|Atm|Prkdc|Cdkn2d|Pkmyt1|Cdc26|Rad21|Anapc2|Cdc25b|Ccne2|Orc1|Gsk3b	1.2748	-0.2809
KEGG_CHEMOKINE_SIGNALING_PATHWAY	34.3	34.3	0.600604199435748	0.875999256367355	Pik3r5|Gng10|Ccl21a|Cxcl5|Ccr1|Pik3cb|Dock2|Gng11|Ptk2|Nras|Prkaca|Pard3|Wasl|Nfkbia|Cxcr6|Ncf1|Gnai1|Ikbkb|Rap1a|Ptk2b|Stat5b|Ccr8|Ccl22|Ccr6|Cxcl12|Akt3|Adcy2|Ccr2|Prex1|Cxcl2|Mapk1|Rap1b|Ccl6|Rela|Ccl2|Gnb2|Foxo3|Ccr5|Gngt1|Ccl9|Fgr|Rock2|Shc1|Mapk3|Ppbp|Gnai2|Ccl17|Stat2|Grk5|Rock1|Stat1|Cxcr1|Ccr7|Pak1|Sos2|Grk3|Ccl4|Chuk|Gsk3b|Hck	Ccr6|Prkaca|Gnai1|Ccr8|Ccl6|Ccl17|Gng10|Cxcl5|Nras|Ptk2b|Rela|Stat5b|Ikbkb|Pik3cb|Sos2|Mapk1|Dock2|Shc1|Cxcl2|Akt3|Ccl4|Rap1a|Rock2|Fgr|Grk3|Pik3r5|Nfkbia|Grk5|Adcy2|Pard3|Wasl|Gnai2|Ccl2|Prex1|Rap1b|Gnb2|Ccl9|Ncf1|Ccr7|Stat2|Ppbp|Hck|Foxo3|Ptk2|Stat1|Gngt1|Cxcr6|Ccl22|Rock1|Chuk|Ccr1|Cxcr1|Pak1|Ccr5|Ccl21a|Mapk3|Gng11|Cxcl12|Ccr2|Gsk3b	1.6542	-0.5475
KEGG_CHRONIC_MYELOID_LEUKEMIA	38.4	38.4	0.245059288537549	0.554756654842936	Pik3r5|Cdkn1b|Pik3cb|Cdkn1a|Gab2|Smad3|Mecom|Nras|Rb1|Nfkbia|Cdk6|Cdk4|Ikbkb|Stat5b|Akt3|Tgfbr1|Mapk1|Rela|Runx1|Smad4|Ptpn11|Mdm2|Shc1|Mapk3|Tgfbr2|Sos2|Cbl|Chuk	Mdm2|Cbl|Nras|Smad3|Cdkn1a|Rela|Rb1|Stat5b|Ptpn11|Ikbkb|Pik3cb|Cdkn1b|Sos2|Mapk1|Shc1|Akt3|Smad4|Pik3r5|Nfkbia|Cdk6|Cdk4|Tgfbr1|Mecom|Gab2|Chuk|Tgfbr2|Mapk3|Runx1	3.7186	1.8559
KEGG_COLORECTAL_CANCER	30.6	30.6	0.678986995208761	0.825937040305972	Pik3r5|Lef1|Pik3cb|Tcf7|Smad3|Dcc|Mapk9|Akt3|Tgfbr1|Mapk1|Smad4|Fos|Tcf7l1|Mapk3|Ralgds|Tgfbr2|Mapk10|Mapk8|Gsk3b	Lef1|Mapk9|Smad3|Dcc|Pik3cb|Mapk1|Akt3|Tcf7|Smad4|Pik3r5|Mapk8|Tgfbr1|Fos|Tcf7l1|Mapk10|Tgfbr2|Mapk3|Ralgds|Gsk3b	1.4295	-0.7144
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	37.7	37.7	0.874644752610854	0.650728862973761	Plat|Cd59b|C1s1|Masp2|Cfd|Hc|F10|C4bp|Cfi|C9|Cfb|F2|Cd55|C1qb|C8b|F11|Plau|F12|Bdkrb2|C1rb|F3|Klkb1|F2r|Serpinf2|Fgg|Plaur	F11|C1qb|Plat|Cd59b|Masp2|F12|F2|F3|C8b|C1s1|Cfb|Cd55|Cfi|Plau|Cfd|F2r|Hc|Bdkrb2|Klkb1|Fgg|F10|C9|Plaur|Serpinf2|C4bp|C1rb	0.3958	1.6922
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	36.4	36.4	0.753656220322887	0.875999256367355	Mtap|Dnmt1|Dnmt3b|Mtr|Ldha|Got1|Sds|Cth|Mat2a|Ldhb|Ahcy|Il4i1b	Ldhb|Ldha|Mtr|Dnmt1|Cth|Got1|Sds|Mtap|Il4i1b|Dnmt3b|Mat2a|Ahcy	1.0429	-0.4864
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	37.9	37.9	0.827826678572947	0.874779541446208	Il2rb|Ifna12|Il15|Ccl21a|Cxcl5|Ccr1|Ifna5|Acvrl1|Ngfr|Tnfrsf21|Csf1|Il5ra|Tnfrsf11b|Tnfrsf13c|Cxcr6|Bmp2|Ifna11|Tnf|Ifnk|Il1a|Ccr8|Ccl22|Ccr6|Ltbr|Il9|Cxcl12|Tgfbr1|Ccr2|Flt3|Cxcl2|Tnfsf13|Gdf5|Acvr2b|Cntfr|Epo|Ifnar2|Il4|Il10|Il22ra1|Inhbb|Lif|Ltb|Acvr2a|Ifnb1|Il17a|Tnfrsf19|Ccl6|Il15ra|Il3|Il1r2|Ccl2|Il4ra|Il1rap|Ifna2|Ifna15|Bmpr1b|Il12b|Csf3r|Ccr5|Kit|Il18|Ifna4|Il2|Il22ra2|Ccl9|Tnfsf10|Bmp7|Ppbp|Lepr|Il11ra1|Ccl17|Il10rb|Il17ra|Epor|Tgfbr2|Cxcr1|Tnfrsf4|Ccr7|Prl|Il13ra1|Kitl|Ifnlr1|Il7|Il24|Ccl4|Cd40lg|Cd27|Tnfsf14|Tnfrsf1b|Tnfsf18|Il11|Il18rap	Il2rb|Tnfsf10|Ccr6|Il15ra|Bmp7|Tnfsf14|Csf3r|Ccr8|Ccl6|Ccl17|Il5ra|Cxcl5|Il18|Il12b|Il4ra|Il10rb|Ifna12|Ngfr|Ltbr|Il22ra1|Ifna15|Il1rap|Epo|Tnfrsf11b|Acvrl1|Ifnb1|Il24|Acvr2b|Bmpr1b|Lepr|Ifna5|Ifnlr1|Cxcl2|Tnfrsf21|Ccl4|Il7|Tnfrsf1b|Ifnar2|Il18rap|Inhbb|Gdf5|Il9|Lif|Acvr2a|Flt3|Tnf|Tnfsf13|Il11ra1|Tnfrsf13c|Kit|Il1r2|Il15|Kitl|Ltb|Il17ra|Cd27|Il4|Ccl2|Ifna2|Tgfbr1|Ifna4|Ccl9|Il1a|Bmp2|Ccr7|Ppbp|Il17a|Csf1|Tnfsf18|Ifnk|Cxcr6|Il3|Ifna11|Ccl22|Tnfrsf19|Ccr1|Il10|Cxcr1|Epor|Ccr5|Tgfbr2|Ccl21a|Il11|Il2|Il22ra2|Prl|Cntfr|Cd40lg|Tnfrsf4|Il13ra1|Cxcl12|Ccr2	-0.5763	0.5327
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	49.1	49.1	0.54350208196362	0.480671906966728	Ifna12|Tbk1|Polr3h|Ifna5|Irf7|Il33|Polr3f|Sting1|Nfkbia|Ifna11|Ikbkb|Polr3d|Ifnb1|Rela|Ifna2|Ifna15|Il18|Ifna4|Polr3gl|Polr3a|Casp1|Ripk1|Trex1|Polr1c|Ccl4|Chuk	Tbk1|Trex1|Polr1c|Polr3d|Irf7|Il18|Ifna12|Ifna15|Rela|Polr3h|Ikbkb|Ifnb1|Ifna5|Ccl4|Sting1|Nfkbia|Ifna2|Polr3a|Ifna4|Polr3f|Polr3gl|Il33|Ifna11|Chuk|Ripk1|Casp1	1.8807	2.4053
KEGG_DILATED_CARDIOMYOPATHY	32.6	32.6	0.789644685883607	0.732430020283976	Cacnb2|Cacnb3|Prkaca|Itga4|Tnni3|Itga1|Cacna1s|Tnf|Cacna1f|Myh7|Dmd|Itgb4|Adcy2|Tpm2|Lmna|Cacna1c|Tpm3|Cacng1|Itgb1|Cacnb1|Actg1|Dag1|Igf1|Itgb3|Cacnb4|Itga2|Cacna2d4|Itga5|Itga6	Prkaca|Cacnb1|Cacnb2|Tpm3|Tnni3|Lmna|Igf1|Tpm2|Cacna1f|Cacnb3|Tnf|Myh7|Itgb4|Cacna1s|Adcy2|Itga2|Itga4|Cacna2d4|Actg1|Cacna1c|Dag1|Cacng1|Itga6|Itga1|Dmd|Itga5|Itgb3|Cacnb4|Itgb1	-0.9157	-1.18
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	31.7	31.7	0.56481907978914	0.769996717365138	Cyp3a57|Adh1|Ugt2a1|Adh5|Gstm4|Gsto2|Cyp3a11|Gsta1|Ugt2b1|Ugt1a7c|Gstm2|Cyp2a5|Mgst3|Cyp2a4|Gstp1|Ugt2b37|Ugt2b38|Adh7|Fmo2|Gstp2	Cyp2a5|Ugt2b37|Adh1|Gstm4|Adh5|Gsta1|Cyp2a4|Ugt1a7c|Gstp1|Ugt2b38|Adh7|Cyp3a57|Mgst3|Gsto2|Fmo2|Gstp2|Gstm2|Cyp3a11|Ugt2a1|Ugt2b1	-1.7433	0.951
