Gene	Activity (Experiment_1)	StdErr (Experiment_1)	ZScore (Experiment_1)	FDR (Experiment_1)	Activity (Experiment_2)	StdErr (Experiment_2)	ZScore (Experiment_2)	FDR (Experiment_2)	Activity (Experiment_3)	StdErr (Experiment_3)	ZScore (Experiment_3)	FDR (Experiment_3)
Cdk7	-0.17280038454312	0.155468766246665	-1.11147974422693	0.992055659880885	0.103199382420361	0.155468766246665	0.663794953235987	0.999578625068804	-0.0460215664658997	0.155468766246665	-0.296018085027333	0.918482540062188
Cdk8	0.0449648411844288	0.183584068585367	0.24492779537414	0.992055659880885	0.0218520079936065	0.183584068585367	0.119029979899619	0.999578625068804	-0.0437632738876645	0.183584068585367	-0.238382743257019	0.918482540062188
Cdkl5	0.0662552463955348	0.614905218792058	0.107748713737849	0.992055659880885	-0.0653999438844242	0.614905218792058	-0.106357763580049	0.999578625068804	-0.112652606302183	0.614905218792059	-0.18320320410271	0.918482540062188
Chek1	0.13898682430269	0.50632432074992	0.274501576572178	0.992055659880885	0.631010735889094	0.50632432074992	1.24625800110589	0.999578625068804	-0.0843022937261017	0.506324320749921	-0.166498606271255	0.918482540062188
Chuk	0.0603101407687121	0.347832937431565	0.173388239808595	0.992055659880885	0.0292464935632265	0.347832937431565	0.0840820129892979	0.999578625068804	-0.129986621406262	0.347832937431565	-0.373704176395994	0.918482540062188
Cilk1	0.162920897520904	0.55364055256391	0.294271972611863	0.992055659880885	0.164154955143152	0.55364055256391	0.296500959662277	0.999578625068804	-0.0980015387861896	0.55364055256391	-0.177012934353064	0.918482540062188
Csf1r	0.0630743482296666	0.364406616926773	0.173087823601022	0.992055659880885	0.020956615605476	0.364406616926773	0.0575088778085696	0.999578625068804	-0.091988445064295	0.364406616926773	-0.252433520115744	0.918482540062188
Csnk1a1	-0.0353099724617276	0.0976743149323363	-0.36150724462402	0.992055659880885	-0.111958234061309	0.0976743149323363	-1.14624027963613	0.999578625068804	-0.0517451871297463	0.0976743149323363	-0.52977271625189	0.918482540062188
Csnk1d	0.0239194963433792	0.122485090618784	0.195284962623125	0.992055659880885	-0.0852533382812531	0.122485090618784	-0.696030331941306	0.999578625068804	-0.0940753137287441	0.122485090618784	-0.768055224137762	0.918482540062188
Csnk1e	-0.064193380663103	0.156654161474775	-0.409777691564483	0.992055659880885	-0.330530837233198	0.156654161474775	-2.10993971766541	0.999578625068804	-0.0618659129320214	0.156654161474775	-0.394920328637317	0.918482540062188
Csnk1g2	0.103717839433367	1	0.103717839433367	0.992055659880885	0.0627813067220332	1	0.0627813067220333	0.999578625068804	-0.181915093701717	1	-0.181915093701717	0.918482540062188
Csnk2a1	-0.108175849510258	0.106193182020944	-1.01867038402638	0.992055659880885	-0.0458719051864295	0.106193182020944	-0.43196657556963	0.999578625068804	-0.125204347339377	0.106193182020944	-1.17902434936626	0.918482540062188
Csnk2b	-0.324750947500376	0.240554203289167	-1.35001152779691	0.992055659880885	0.0149023510181535	0.240554203289167	0.0619500753443067	0.999578625068804	-0.0914521193877249	0.240554203289167	-0.380172610319311	0.918482540062188
Ctdspl	-0.203934703109088	0.25977843881854	-0.785033215368348	0.992055659880885	-0.00631369036607461	0.25977843881854	-0.0243041354578501	0.999578625068804	0.0355881657261315	0.25977843881854	0.136994301328412	0.924079533735615
Dapk1	-0.373084794006809	0.227285160888668	-1.64148329150955	0.992055659880885	0.237631798450605	0.227285160888668	1.04552271481993	0.999578625068804	-0.0811546859087421	0.227285160888668	-0.357061083932771	0.918482540062188
Dclk1	-0.549463835573207	0.313469728144122	-1.7528449679217	0.992055659880885	0.0327943689143963	0.313469728144122	0.104617339315516	0.999578625068804	-0.0952504367427785	0.313469728144122	-0.30385848517719	0.918482540062188
Dusp1	-0.235019744064871	0.149443495937374	-1.57263280406234	0.992055659880885	0.00160272651489642	0.149443495937374	0.0107246321082321	0.999578625068804	0.0183674305769814	0.149443495937374	0.122905519987825	0.924079533735615
Dusp23	-0.0820752205958465	0.256280837424588	-0.320255003927079	0.992055659880885	-0.000803524325888085	0.256280837424588	-0.00313532737743034	0.999578625068804	0.0458852922983207	0.256280837424588	0.179043009065485	0.918482540062188
Dusp4	-0.235019744064871	0.149443495937374	-1.57263280406234	0.992055659880885	0.00160272651489642	0.149443495937374	0.0107246321082321	0.999578625068804	0.0183674305769814	0.149443495937374	0.122905519987825	0.924079533735615
Dyrk1a	0.177321598590803	0.271007342089137	0.654305515208071	0.992055659880885	0.101325950593026	0.271007342089137	0.37388636710698	0.999578625068804	-0.0801706491435535	0.271007342089137	-0.295824639013597	0.918482540062188
Dyrk2	-0.587912153513633	0.508283581387993	-1.15666170429545	0.992055659880885	0.0258384252429294	0.508283581387993	0.0508346643272861	0.999578625068804	-0.0896714893825901	0.508283581387993	-0.176420196650303	0.918482540062188
Dyrk3	0.0698587242924742	0.310669373881461	0.224865178757947	0.992055659880885	-0.0469767024207832	0.310669373881461	-0.151211243753649	0.999578625068804	-0.0730247767714007	0.310669373881461	-0.235056245998887	0.918482540062188
Egfr	-0.0831922541611453	0.163583710447943	-0.508560748092454	0.992055659880885	0.250075551011639	0.163583710447943	1.52873137751219	0.999578625068804	-0.0781753562443575	0.163583710447943	-0.477892059241651	0.918482540062188
Eif2ak2	0.0381177175719236	0.303055471689837	0.125778021295505	0.992055659880885	0.100483198772668	0.303055471689837	0.331567017128493	0.999578625068804	-0.0878870307551557	0.303055471689837	-0.290003114826132	0.918482540062188
Eif2ak3	0.0552500380074535	0.508438085308374	0.108666206572515	0.992055659880885	0.136701422203708	0.508438085308374	0.268865425611846	0.999578625068804	-0.0878870307551555	0.508438085308374	-0.172856898990663	0.918482540062188
Eif2ak4	0.0552500380074535	0.508438085308374	0.108666206572515	0.992055659880885	0.136701422203708	0.508438085308374	0.268865425611846	0.999578625068804	-0.0878870307551555	0.508438085308374	-0.172856898990663	0.918482540062188
Epha2	0.0574785841416713	0.505907000882474	0.113614921401382	0.992055659880885	-0.799248171165071	0.505907000882474	-1.57983220190847	0.999578625068804	-0.0891948684101879	0.505907000882474	-0.176306847413856	0.918482540062188
Epha4	-0.136241821011265	0.307837015863179	-0.442577773271487	0.992055659880885	0.14042105535602	0.307837015863179	0.456153900018415	0.999578625068804	-0.0751796224482074	0.307837015863179	-0.24421891642044	0.918482540062188
Epha8	0.054770425400468	0.507182523284409	0.107989575519649	0.992055659880885	0.0277269081996368	0.507182523284409	0.0546685008388755	0.999578625068804	-0.0890129169921496	0.50718252328441	-0.175504700784483	0.918482540062188
Erbb2	-0.649109432574833	0.504475707291978	-1.28670107042269	0.992055659880885	0.0280744196700399	0.504475707291978	0.0556506869691371	0.999578625068804	-0.0877063477558302	0.504475707291978	-0.173856434488466	0.918482540062188
Fer	0.0465641217449318	0.165619622332552	0.28115099581277	0.992055659880885	-0.0218017992494293	0.165619622332552	-0.131637779040776	0.999578625068804	-0.0543340359578648	0.165619622332552	-0.328065208654842	0.918482540062188
Fes	0.0571419353587448	0.362280472070222	0.157728444572825	0.992055659880885	0.106741061374135	0.362280472070222	0.29463653054268	0.999578625068804	-0.0899052581889066	0.362280472070222	-0.248164792529805	0.918482540062188
Fgfr1	0.0487523073557434	0.299868174192249	0.162579131603635	0.992055659880885	0.0732018132052431	0.299868174192249	0.24411331213266	0.999578625068804	-0.0915896181526425	0.299868174192249	-0.305432940322381	0.918482540062188
Fgr	0.0538095107766653	0.505092804312274	0.106533908852516	0.992055659880885	0.0269701230959372	0.505092804312274	0.053396371648294	0.999578625068804	-0.0888984886260014	0.505092804312274	-0.176004266675396	0.918482540062188
Flt3	1.57644404332094	1	1.57644404332094	0.992055659880885	0.0627813067220332	1	0.0627813067220333	0.999578625068804	-0.181915093701717	1	-0.181915093701717	0.918482540062188
Frk	-0.0788124985794291	0.504770586019586	-0.156135283557055	0.992055659880885	-0.0218027932437047	0.504770586019586	-0.0431934701576663	0.999578625068804	-0.0859898113767098	0.504770586019586	-0.170354243607557	0.918482540062188
Fyn	0.0399733145879304	0.0987039416405362	0.404981948274232	0.992055659880885	-0.173088631137295	0.0987039416405362	-1.75361417447396	0.999578625068804	-0.074754506169481	0.0987039416405363	-0.757360900963051	0.918482540062188
Grk1	0.0536195414561648	0.511041302441387	0.104922128994289	0.992055659880885	-0.265027138804018	0.511041302441387	-0.518602190347257	0.999578625068804	-0.0821481437348468	0.511041302441387	-0.160746584165315	0.918482540062188
Grk3	0.102425278637654	0.224448227879968	0.456342558839138	0.992055659880885	-0.123382581039971	0.224448227879968	-0.549715104482603	0.999578625068804	-0.0931018367409429	0.224448227879968	-0.414803171405446	0.918482540062188
Grk5	0.0698883174407996	0.244411792965331	0.285944948043948	0.992055659880885	-0.0339817482546198	0.244411792965331	-0.139034814328456	0.999578625068804	-0.0825573282520009	0.244411792965331	-0.337779643323968	0.918482540062188
Grk6	0.057581326584112	0.236524899412984	0.243447208843633	0.992055659880885	-0.037566563798682	0.236524899412984	-0.158827099776455	0.999578625068804	-0.0669679366991232	0.236524899412984	-0.283132713998934	0.918482540062188
Gsk3a	-0.068296612366553	0.162098837566384	-0.421326971814859	0.992055659880885	0.0507799739401467	0.162098837566384	0.313265503334353	0.999578625068804	-0.0779594318275208	0.162098837566384	-0.480937636555194	0.918482540062188
Gsk3b	-0.0750893652367172	0.0900339219554326	-0.834011932456823	0.992055659880885	-0.0560140360610461	0.0900339219554326	-0.622143685896227	0.999578625068804	-0.0563330427115808	0.0900339219554326	-0.625686868772261	0.918482540062188
Gucy2e	0.059648863922216	0.543308331846354	0.109788237039377	0.992055659880885	0.0243357442390079	0.543308331846354	0.0447917744171278	0.999578625068804	-0.0970337550942974	0.543308331846354	-0.178597951488324	0.918482540062188
Hck	0.168441359983569	0.385188363564436	0.437296076197254	0.992055659880885	0.179527040634515	0.385188363564436	0.466075971177367	0.999578625068804	-0.0857991740730588	0.385188363564436	-0.222746017764127	0.918482540062188
Hipk2	0.445658061653444	0.222850449838383	1.99980777232734	0.873176025048122	-0.0487848138337274	0.222850449838383	-0.218912790479478	0.999578625068804	-0.0956116030132701	0.222850449838383	-0.429039309019165	0.918482540062188
Igf1r	-0.0234755142476253	0.502609521231638	-0.0467072613151037	0.992055659880885	0.121795790180053	0.502609521231638	0.242326866155647	0.999578625068804	-0.10310729642479	0.502609521231638	-0.205143937926458	0.918482540062188
Ikbkb	0.0658877714369266	0.313740729285357	0.210007070446374	0.992055659880885	0.187987567111778	0.313740729285357	0.59918126518026	0.999578625068804	-0.144535591199304	0.313740729285357	-0.460684819368301	0.918482540062188
Ikbke	0.0924617820880701	0.192336725342724	0.480728690390839	0.992055659880885	-0.197816503891479	0.192336725342724	-1.02849054718485	0.999578625068804	-0.0882062734841641	0.192336725342724	-0.458603385947171	0.918482540062188
Insr	0.320559644182203	0.268023226224405	1.19601442269713	0.992055659880885	0.339151878144908	0.268023226224405	1.26538241824218	0.999578625068804	-0.0809770191090661	0.268023226224405	-0.302126872546737	0.918482540062188
Irak1	0.844997579764746	0.370566579622862	2.28028544998507	0.867590399863133	0.0445115058903386	0.370566579622862	0.120117431894801	0.999578625068804	-0.103410380784239	0.370566579622862	-0.279060191800036	0.918482540062188
Itk	-2.03573495613448	0.505491615046726	-4.02723783251341	0.0119079831771771	0.0459296861268059	0.505491615046726	0.090861420367102	0.999578625068804	-0.0889447971587531	0.505491615046726	-0.175957017903316	0.918482540062188
Jak1	-0.266255460871517	1	-0.266255460871517	0.992055659880885	0.0488513535450134	1	0.0488513535450134	0.999578625068804	-0.181915093701717	1	-0.181915093701717	0.918482540062188
Jak2	0.0966338594880983	0.129504867575454	0.746179362191124	0.992055659880885	0.0219549247315128	0.129504867575454	0.169529726121847	0.999578625068804	-0.0846514651691324	0.129504867575454	-0.653654698498584	0.918482540062188
Kdr	0.0443374550737153	0.295647684945563	0.149967198565681	0.992055659880885	0.0210099863584288	0.295647684945563	0.0710642681416473	0.999578625068804	-0.0714485506789388	0.295647684945563	-0.241667884841021	0.918482540062188
Lck	0.0632079118598543	0.11768826880353	0.537079120140463	0.992055659880885	-0.165406646136408	0.11768826880353	-1.40546417937831	0.999578625068804	-0.0617941727553999	0.11768826880353	-0.525066545575239	0.918482540062188
Lrrk1	0.179110137237584	0.50532218306289	0.354447406507963	0.992055659880885	0.921692645799692	0.50532218306289	1.82397028409295	0.999578625068804	-0.0881679114856763	0.505322183062891	-0.174478608778398	0.918482540062188
Lrrk2	-0.0262371125377008	0.504790072301797	-0.0519762847515243	0.992055659880885	0.0353029113163731	0.504790072301797	0.0699358272942948	0.999578625068804	-0.0882842934571586	0.504790072301797	-0.174893085861594	0.918482540062188
Lyn	0.115054305344948	0.10607727674577	1.08462725358884	0.992055659880885	-0.006536776349025	0.10607727674577	-0.06162277680536	0.999578625068804	-0.0733469758002514	0.10607727674577	-0.691448518008604	0.918482540062188
Map2k1	0.0788171535714338	0.12205777232868	0.645736457971664	0.992055659880885	0.072598469144307	0.12205777232868	0.594787761231722	0.999578625068804	-0.0366892976383971	0.12205777232868	-0.300589605548422	0.918482540062188
Map2k4	0.0681002833793812	0.505784523848947	0.134642876893796	0.992055659880885	0.0274404614332614	0.505784523848947	0.0542532642644805	0.999578625068804	-0.0795957556142056	0.505784523848947	-0.157370880011301	0.918482540062188
Map3k1	-0.0852662751693371	0.356416071672615	-0.239232408261483	0.992055659880885	-0.078916956481859	0.356416071672615	-0.221418063757652	0.999578625068804	-0.077242143044449	0.356416071672615	-0.216719023589373	0.918482540062188
Map3k2	-0.0461803872342271	0.268050253385611	-0.17228257258087	0.992055659880885	-0.0883300052275929	0.268050253385611	-0.329527781122905	0.999578625068804	-0.0907962966503568	0.268050253385611	-0.338728635782109	0.918482540062188
Map3k3	0.0463334743856752	0.415302399698185	0.111565631258927	0.992055659880885	-0.0116759346864576	0.415302399698185	-0.0281142962211221	0.999578625068804	-0.0863984002444451	0.415302399698185	-0.208037324867937	0.918482540062188
Map3k5	0.0378441435272742	0.209479138719044	0.180658292556908	0.992055659880885	0.112249098411845	0.209479138719044	0.535848577086212	0.999578625068804	2.10081567092855	0.209479138719044	10.0287583946303	8.01380233274812e-22
Map3k7	0.12746405699234	0.517548076785612	0.24628447618624	0.992055659880885	0.116147959058636	0.517548076785612	0.224419651561663	0.999578625068804	1.32093415150754	0.517548076785612	2.5522926482726	0.322578572482728
Mapk1	-0.0397800942968194	0.0657254840514914	-0.605246121362217	0.992055659880885	0.0901114529739903	0.0657254840514914	1.37102760480842	0.999578625068804	0.0116907149689595	0.0657254840514914	0.177871873256964	0.918482540062188
Mapk10	0.139146975437905	0.194399070289025	0.715780045815175	0.992055659880885	-0.00534428313042107	0.194399070289025	-0.0274912998425116	0.999578625068804	-0.0633840811393118	0.194399070289025	-0.326051359428185	0.918482540062188
Mapk11	0.0126390351025709	0.131671967967989	0.095988806863155	0.992055659880885	0.00854383692310959	0.131671967967989	0.0648872881218474	0.999578625068804	-0.0141821535608825	0.131671967967989	-0.107708222028931	0.926012379880277
Mapk14	-0.187793252179502	0.085009949576849	-2.2090737979998	0.867590399863133	-0.0487878716269226	0.085009949576849	-0.573907782203992	0.999578625068804	-0.0363652744326709	0.085009949576849	-0.427776685125506	0.918482540062188
Mapk3	0.0445498896199466	0.0673314005463031	0.661651016590842	0.992055659880885	0.037348226623404	0.0673314005463031	0.554692555336347	0.999578625068804	0.0394297886054955	0.0673314005463031	0.585607729611685	0.918482540062188
Mapk7	-0.524864665927899	0.359451505222516	-1.46018213389588	0.992055659880885	-0.171954353099812	0.359451505222516	-0.478379838730582	0.999578625068804	-0.0821606638422336	0.359451505222516	-0.228572318236288	0.918482540062188
Mapk8	0.0576229433979888	0.0847393397102487	0.680002270433312	0.992055659880885	0.0504841391598007	0.0847393397102487	0.595757995429541	0.999578625068804	-0.0631353031601934	0.0847393397102487	-0.745053045917911	0.918482540062188
Mapk9	0.0616874455420645	0.105568304339823	0.584336803814653	0.992055659880885	0.0629182238282117	0.105568304339823	0.595995400529301	0.999578625068804	-0.0511517963460523	0.105568304339823	-0.484537443941465	0.918482540062188
Mapkapk2	-0.00620402119052313	0.102054980265054	-0.060790969479493	0.992055659880885	-0.0990017551608401	0.102054980265054	-0.970082546718604	0.999578625068804	2.56933158090953	0.102054980265054	25.1759549042737	1.5502418378512e-137
Mapkapk3	0.134140321817039	0.189784063077265	0.706804984791728	0.992055659880885	-0.31141236197604	0.189784063077265	-1.64087730511522	0.999578625068804	2.0600844267242	0.189784063077265	10.8548863024684	1.99439216361735e-25
Mapkapk5	0.0396760115639208	0.301291684010491	0.131686381236262	0.992055659880885	-0.0782495934610233	0.301291684010491	-0.259713751204294	0.999578625068804	-0.05073576134888	0.301291684010491	-0.168394164331178	0.918482540062188
Mark2	0.0328254062982687	0.456596858423483	0.07189144141641	0.992055659880885	0.438812436259261	0.456596858423483	0.961050055785255	0.999578625068804	-0.114057443604215	0.456596858423483	-0.249799010878058	0.918482540062188
Mark4	-0.00262081048877725	0.336291072238615	-0.00779328000392961	0.993781925149598	0.112715185713292	0.336291072238615	0.335171507714945	0.999578625068804	-0.0801286183453636	0.336291072238615	-0.238271619320624	0.918482540062188
Melk	0.183440601930557	0.250603513365313	0.731995331857737	0.992055659880885	-0.100615673302213	0.250603513365313	-0.401493466516338	0.999578625068804	0.217205233947698	0.250603513365313	0.866728606598066	0.918482540062188
Met	0.0437779269280044	0.213627472618209	0.204926484367689	0.992055659880885	0.10550630877385	0.213627472618209	0.493879871726091	0.999578625068804	-0.0742621279481288	0.213627472618209	-0.34762442787894	0.918482540062188
Mknk1	0.0333455166035242	0.213860780240274	0.155921607346893	0.992055659880885	-0.357377536693127	0.213860780240274	-1.67107562355104	0.999578625068804	-0.0460771969432235	0.213860780240274	-0.215454170191727	0.918482540062188
Mst1r	-0.0542024939724554	0.360471087701447	-0.150365718144218	0.992055659880885	0.0470641449363685	0.360471087701447	0.130562884353567	0.999578625068804	-0.0893226609408737	0.360471087701447	-0.247794244776861	0.918482540062188
Mtor	-0.0774608186585374	0.0933549155533416	-0.82974547402678	0.992055659880885	-0.108918046798578	0.0933549155533416	-1.16670928523676	0.999578625068804	-0.089622317039943	0.0933549155533416	-0.96001711863511	0.918482540062188
Mylk2	0.0753989409569228	0.516901504629682	0.14586713383808	0.992055659880885	0.0477399440350875	0.516901504629682	0.092357912692263	0.999578625068804	-0.0908667425395982	0.516901504629682	-0.175791213075878	0.918482540062188
Myo3a	-1.13127071199772	0.707106781186547	-1.59985838362264	0.992055659880885	0.0424144219521962	0.707106781186547	0.0599830507650111	0.999578625068804	-0.181915093701717	0.707106781186547	-0.257266792713341	0.918482540062188
Myo3b	0.0835222624752551	0.707106781186547	0.118118316352591	0.992055659880885	-0.187316504933744	0.707106781186547	-0.264905541733628	0.999578625068804	-0.181915093701717	0.707106781186547	-0.257266792713341	0.918482540062188
Nlk	0.0609910699941679	0.261272093360738	0.233438899691279	0.992055659880885	0.0665600092378545	0.261272093360738	0.254753611002592	0.999578625068804	-0.0579270337715394	0.261272093360738	-0.221711523134465	0.918482540062188
Ntrk2	0.47696410541194	0.36151665329426	1.31934200282528	0.992055659880885	-0.160348662782876	0.36151665329426	-0.44354433280383	0.999578625068804	-0.0902340952138474	0.36151665329426	-0.249598723576367	0.918482540062188
Pak1	0.0486733804874505	0.144708516537542	0.336354636562273	0.992055659880885	0.0721609616182813	0.144708516537542	0.498664234454788	0.999578625068804	-0.0350685984942339	0.144708516537542	-0.242339561853888	0.918482540062188
Pak2	-0.584581090273369	0.360768350144803	-1.62037797949497	0.992055659880885	-0.633197324008498	0.360768350144803	-1.7551354595112	0.999578625068804	-0.0876208904562425	0.360768350144803	-0.242872997093769	0.918482540062188
Pak4	-0.154218082639268	0.221786809860244	-0.695343797660676	0.992055659880885	0.0259622270027093	0.221786809860244	0.117059382472154	0.999578625068804	-0.0913644219640148	0.221786809860244	-0.411947049608527	0.918482540062188
Pak7	0.0262158039867664	0.0712512441255069	0.367934683927596	0.992055659880885	0.0173768908460442	0.0712512441255069	0.243881928790399	0.999578625068804	0.00661660612447735	0.0712512441255069	0.0928630258416597	0.926012379880277
Pdgfrb	0.0481216809493285	0.341339607128687	0.140978895927499	0.992055659880885	0.360015897276482	0.341339607128687	1.05471468812218	0.999578625068804	-0.0589955573464835	0.341339607128687	-0.172835370154515	0.918482540062188
Pdp1	-0.136730714220365	0.507161334744997	-0.269600036227356	0.992055659880885	-0.118185119774296	0.507161334744997	-0.233032590770589	0.999578625068804	0.0884311585181139	0.507161334744997	0.174364945550468	0.918482540062188
Pdp2	-0.136730714220365	0.507161334744997	-0.269600036227356	0.992055659880885	-0.118185119774296	0.507161334744997	-0.233032590770589	0.999578625068804	0.0884311585181139	0.507161334744997	0.174364945550468	0.918482540062188
Pdpk1	0.0649885979634742	0.123050486449218	0.528145802904196	0.992055659880885	0.0499536032355062	0.123050486449218	0.405960225570677	0.999578625068804	0.414605415010782	0.123050486449218	3.36939273443576	0.0264924588660925
Phlpp1	-0.028775049877288	0.339287739420935	-0.0848101671059453	0.992055659880885	-0.206172340895419	0.339287739420935	-0.60766221982349	0.999578625068804	0.0656440148628328	0.339287739420936	0.193475941614831	0.918482540062188
Phlpp2	-0.028775049877288	0.339287739420935	-0.0848101671059453	0.992055659880885	-0.206172340895419	0.339287739420935	-0.607662219823489	0.999578625068804	0.0656440148628327	0.339287739420936	0.19347594161483	0.918482540062188
Pik3ca	0.00906700923300762	0.11785426862525	0.0769340757765732	0.992055659880885	0.0645946748925833	0.11785426862525	0.548089395879072	0.999578625068804	-0.0120176595006638	0.11785426862525	-0.101970506803426	0.926012379880277
Pik3cd	-0.0364506172040106	0.449036463123186	-0.0811751833035683	0.992055659880885	0.160520651890927	0.449036463123186	0.357477989146933	0.999578625068804	-0.109955387659327	0.449036463123186	-0.244869619038404	0.918482540062188
Pim1	-0.212043119010224	0.178292646088403	-1.18929817725116	0.992055659880885	0.0193044357614084	0.178292646088403	0.108273875479063	0.999578625068804	-0.0245433546828402	0.178292646088403	-0.1376576949263	0.924079533735615
Pim2	0.00746674749994511	0.253905313440575	0.0294076063189306	0.992055659880885	0.0994795349705557	0.253905313440575	0.391797767532101	0.999578625068804	-0.0564748519228744	0.253905313440575	-0.222424852625591	0.918482540062188
Pim3	0.139984998957358	0.18521597827641	0.755793319021585	0.992055659880885	0.0705223135531389	0.18521597827641	0.380757179857852	0.999578625068804	-0.0499038953782322	0.18521597827641	-0.269436232460233	0.918482540062188
Pkn1	0.0580239529992455	0.258756854347809	0.224241221147527	0.992055659880885	-0.523378318649524	0.258756854347809	-2.0226645588527	0.999578625068804	-0.0785008794019115	0.258756854347809	-0.303377004639244	0.918482540062188
Plk1	0.00921717857432574	0.202892978189467	0.0454287706581867	0.992055659880885	-0.125262678276645	0.202892978189467	-0.617383013421349	0.999578625068804	-0.0904463571663319	0.202892978189467	-0.445783575032699	0.918482540062188
